STATION,DATE,PRCP,TMAX,TMIN,ABay.WL
GOUVERNUERS & WATERTOWN,7/24/2003,112,258.5,169.5,74.928
GOUVERNUERS & WATERTOWN,7/25/2003,142,253,161.5,74.947
GOUVERNUERS & WATERTOWN,7/26/2003,6.5,269.5,186,74.962
GOUVERNUERS & WATERTOWN,7/27/2003,40.5,253,189,74.979
GOUVERNUERS & WATERTOWN,7/28/2003,71,233,97,74.944
GOUVERNUERS & WATERTOWN,7/29/2003,0,241.5,130.5,74.944
GOUVERNUERS & WATERTOWN,7/30/2003,2.5,267,130.5,74.928
GOUVERNUERS & WATERTOWN,7/31/2003,0,286,141.5,74.904
GOUVERNUERS & WATERTOWN,8/1/2003,108,269.5,152.5,74.904
GOUVERNUERS & WATERTOWN,8/2/2003,76,272,172,74.891
GOUVERNUERS & WATERTOWN,8/3/2003,152.5,297,164,74.89
GOUVERNUERS & WATERTOWN,8/4/2003,109,286.5,172.5,74.907
GOUVERNUERS & WATERTOWN,8/5/2003,12.5,283.5,175,74.9
GOUVERNUERS & WATERTOWN,8/6/2003,11.5,272,194,74.912
GOUVERNUERS & WATERTOWN,8/7/2003,85.5,294.5,169.5,74.902
GOUVERNUERS & WATERTOWN,8/8/2003,1.5,291.5,161,74.894
GOUVERNUERS & WATERTOWN,8/9/2003,9,316.5,180.5,74.88
GOUVERNUERS & WATERTOWN,8/10/2003,90,308,172.5,74.888
GOUVERNUERS & WATERTOWN,8/11/2003,26.5,267,186,74.884
GOUVERNUERS & WATERTOWN,8/12/2003,2.5,286,183.5,74.876
GOUVERNUERS & WATERTOWN,8/13/2003,0,283.5,172.5,74.896
GOUVERNUERS & WATERTOWN,8/14/2003,0,297,172,74.905
GOUVERNUERS & WATERTOWN,8/15/2003,0,297,164,74.89
GOUVERNUERS & WATERTOWN,8/16/2003,0,289,189,74.858
GOUVERNUERS & WATERTOWN,8/17/2003,0,263.5,130.5,74.823
GOUVERNUERS & WATERTOWN,8/18/2003,0,277.5,111.5,74.841
GOUVERNUERS & WATERTOWN,8/19/2003,0,269.5,136.5,74.855
GOUVERNUERS & WATERTOWN,8/20/2003,0,280.5,136,74.851
GOUVERNUERS & WATERTOWN,8/21/2003,11.5,294,133.5,74.842
GOUVERNUERS & WATERTOWN,8/22/2003,9,283.5,167,74.871
GOUVERNUERS & WATERTOWN,8/23/2003,0,269,97.5,74.835
GOUVERNUERS & WATERTOWN,8/24/2003,0,214,41.5,74.829
GOUVERNUERS & WATERTOWN,8/25/2003,0,233.5,144,74.836
GOUVERNUERS & WATERTOWN,8/26/2003,0,253,108.5,74.83
GOUVERNUERS & WATERTOWN,8/27/2003,0,261.5,119.5,74.83
GOUVERNUERS & WATERTOWN,8/28/2003,0,239,50,74.782
GOUVERNUERS & WATERTOWN,8/29/2003,6.5,255.5,78,74.813
GOUVERNUERS & WATERTOWN,8/30/2003,136,225,102.5,74.772
GOUVERNUERS & WATERTOWN,8/31/2003,0,208,58.5,74.761
GOUVERNUERS & WATERTOWN,9/1/2003,0,214,94.5,74.748
GOUVERNUERS & WATERTOWN,9/2/2003,0,233.5,125,74.717
GOUVERNUERS & WATERTOWN,9/3/2003,0,225,128,74.716
GOUVERNUERS & WATERTOWN,9/4/2003,1.5,214,133.5,74.732
GOUVERNUERS & WATERTOWN,9/5/2003,0,216.5,125,74.693
GOUVERNUERS & WATERTOWN,9/6/2003,0,225,94.5,74.697
GOUVERNUERS & WATERTOWN,9/7/2003,0,233,105.5,74.673
GOUVERNUERS & WATERTOWN,9/8/2003,0,216.5,58.5,74.632
GOUVERNUERS & WATERTOWN,9/9/2003,0,230.5,47.5,74.603
GOUVERNUERS & WATERTOWN,9/10/2003,0,239,38.5,74.624
GOUVERNUERS & WATERTOWN,9/11/2003,0,264,61,74.622
GOUVERNUERS & WATERTOWN,9/12/2003,0,283,116.5,74.606
GOUVERNUERS & WATERTOWN,9/13/2003,4,272,128,74.594
GOUVERNUERS & WATERTOWN,9/14/2003,0,289,175,74.593
GOUVERNUERS & WATERTOWN,9/15/2003,39.5,280.5,186.5,74.616
GOUVERNUERS & WATERTOWN,9/16/2003,81.5,239,119.5,74.629
GOUVERNUERS & WATERTOWN,9/17/2003,0,236,64,74.598
GOUVERNUERS & WATERTOWN,9/18/2003,0,253,80.5,74.567
GOUVERNUERS & WATERTOWN,9/19/2003,25.5,272.5,117,74.545
GOUVERNUERS & WATERTOWN,9/20/2003,15,241.5,117,74.617
GOUVERNUERS & WATERTOWN,9/21/2003,0,219.5,52.5,74.566
GOUVERNUERS & WATERTOWN,9/22/2003,15,219.5,61,74.552
GOUVERNUERS & WATERTOWN,9/23/2003,80,208.5,86,74.628
GOUVERNUERS & WATERTOWN,9/24/2003,58.5,208.5,108,74.592
GOUVERNUERS & WATERTOWN,9/25/2003,21.5,191.5,80.5,74.625
GOUVERNUERS & WATERTOWN,9/26/2003,35.5,197.5,28,74.548
GOUVERNUERS & WATERTOWN,9/27/2003,75,233.5,86,74.597
GOUVERNUERS & WATERTOWN,9/28/2003,127,222,97.5,74.598
GOUVERNUERS & WATERTOWN,9/29/2003,16.5,153,89,74.61
GOUVERNUERS & WATERTOWN,9/30/2003,20.5,156,39,74.615
GOUVERNUERS & WATERTOWN,10/1/2003,117,133.5,47,74.6
GOUVERNUERS & WATERTOWN,10/2/2003,170,114,14,74.605
GOUVERNUERS & WATERTOWN,10/3/2003,16.5,105.5,-16.5,74.614
GOUVERNUERS & WATERTOWN,10/4/2003,58.5,103,22.5,74.641
GOUVERNUERS & WATERTOWN,10/5/2003,44.5,125,19.5,74.61
GOUVERNUERS & WATERTOWN,10/6/2003,0,114,-19.5,74.563
GOUVERNUERS & WATERTOWN,10/7/2003,0,128,11,74.567
GOUVERNUERS & WATERTOWN,10/8/2003,0,175,36,74.554
GOUVERNUERS & WATERTOWN,10/9/2003,0,217,66.5,74.53
GOUVERNUERS & WATERTOWN,10/10/2003,0,264,55.5,74.507
GOUVERNUERS & WATERTOWN,10/11/2003,0,258.5,36,74.5
GOUVERNUERS & WATERTOWN,10/12/2003,4,244.5,30.5,74.513
GOUVERNUERS & WATERTOWN,10/13/2003,2.5,175,11,74.511
GOUVERNUERS & WATERTOWN,10/14/2003,11.5,200,16.5,74.492
GOUVERNUERS & WATERTOWN,10/15/2003,223.5,178,94.5,74.645
GOUVERNUERS & WATERTOWN,10/16/2003,138.5,144.5,61.5,74.595
GOUVERNUERS & WATERTOWN,10/17/2003,6.5,111,44,74.538
GOUVERNUERS & WATERTOWN,10/18/2003,5,100,14,74.513
GOUVERNUERS & WATERTOWN,10/19/2003,11.5,94.5,-25,74.484
GOUVERNUERS & WATERTOWN,10/20/2003,1.5,122.5,-47,74.5
GOUVERNUERS & WATERTOWN,10/21/2003,99,139,-5.5,74.488
GOUVERNUERS & WATERTOWN,10/22/2003,25.5,78,11.5,74.464
GOUVERNUERS & WATERTOWN,10/23/2003,5,41.5,8.5,74.473
GOUVERNUERS & WATERTOWN,10/24/2003,0,52.5,-11,74.473
GOUVERNUERS & WATERTOWN,10/25/2003,4,100,25,74.483
GOUVERNUERS & WATERTOWN,10/26/2003,147.5,116.5,61,74.475
GOUVERNUERS & WATERTOWN,10/27/2003,219.5,97,64,74.48
GOUVERNUERS & WATERTOWN,10/28/2003,72.5,89,14,74.479
GOUVERNUERS & WATERTOWN,10/29/2003,110.5,100,36.5,74.494
GOUVERNUERS & WATERTOWN,10/30/2003,51,105.5,25,74.506
GOUVERNUERS & WATERTOWN,10/31/2003,5,169.5,44.5,74.503
GOUVERNUERS & WATERTOWN,11/1/2003,0,181,61,74.515
GOUVERNUERS & WATERTOWN,11/2/2003,61,155.5,86,74.476
GOUVERNUERS & WATERTOWN,11/3/2003,100.5,128,61,74.477
GOUVERNUERS & WATERTOWN,11/4/2003,38,66.5,25,74.385
GOUVERNUERS & WATERTOWN,11/5/2003,15.5,163.5,8.5,74.521
GOUVERNUERS & WATERTOWN,11/6/2003,20.5,130.5,44,74.501
GOUVERNUERS & WATERTOWN,11/7/2003,0,78,19.5,74.574
GOUVERNUERS & WATERTOWN,11/8/2003,0,55.5,-69.5,74.515
GOUVERNUERS & WATERTOWN,11/9/2003,0,28,-111.5,74.513
GOUVERNUERS & WATERTOWN,11/10/2003,0,44.5,-61,74.509
GOUVERNUERS & WATERTOWN,11/11/2003,9,83.5,-22.5,74.52
GOUVERNUERS & WATERTOWN,11/12/2003,26.5,133.5,58.5,74.492
GOUVERNUERS & WATERTOWN,11/13/2003,119.5,94.5,-42,74.725
GOUVERNUERS & WATERTOWN,11/14/2003,12.5,33.5,-61.5,74.559
GOUVERNUERS & WATERTOWN,11/15/2003,0,11.5,-80.5,74.508
GOUVERNUERS & WATERTOWN,11/16/2003,0,39,-50,74.47
GOUVERNUERS & WATERTOWN,11/17/2003,28,28,-47.5,74.462
GOUVERNUERS & WATERTOWN,11/18/2003,4,80.5,-14,74.476
GOUVERNUERS & WATERTOWN,11/19/2003,146,155.5,55.5,74.549
GOUVERNUERS & WATERTOWN,11/20/2003,86.5,130.5,28,74.541
GOUVERNUERS & WATERTOWN,11/21/2003,0,103,-16.5,74.545
GOUVERNUERS & WATERTOWN,11/22/2003,0,125,-8.5,74.482
GOUVERNUERS & WATERTOWN,11/23/2003,0,144.5,8.5,74.5
GOUVERNUERS & WATERTOWN,11/24/2003,82.5,158.5,14,74.596
GOUVERNUERS & WATERTOWN,11/25/2003,15.5,75,-8.5,74.597
GOUVERNUERS & WATERTOWN,11/26/2003,0,39,-11,74.559
GOUVERNUERS & WATERTOWN,11/27/2003,40.5,81,-44.5,74.517
GOUVERNUERS & WATERTOWN,11/28/2003,184,91.5,16.5,74.536
GOUVERNUERS & WATERTOWN,11/29/2003,287,61,-5.5,74.714
GOUVERNUERS & WATERTOWN,11/30/2003,56,41.5,-5.5,74.677
GOUVERNUERS & WATERTOWN,12/1/2003,5,75,-16.5,74.694
GOUVERNUERS & WATERTOWN,12/2/2003,11.5,-16.5,-86,74.59
GOUVERNUERS & WATERTOWN,12/3/2003,0,-3,-144.5,74.601
GOUVERNUERS & WATERTOWN,12/4/2003,2.5,-11,-139,74.579
GOUVERNUERS & WATERTOWN,12/5/2003,0,-36,-161,74.502
GOUVERNUERS & WATERTOWN,12/6/2003,0,-50,-155.5,74.473
GOUVERNUERS & WATERTOWN,12/7/2003,2.5,-55.5,-94.5,74.505
GOUVERNUERS & WATERTOWN,12/8/2003,0,-30.5,-150,74.538
GOUVERNUERS & WATERTOWN,12/9/2003,0,8.5,-133.5,74.516
GOUVERNUERS & WATERTOWN,12/10/2003,11.5,28,-89,74.519
GOUVERNUERS & WATERTOWN,12/11/2003,110.5,103,-27.5,74.618
GOUVERNUERS & WATERTOWN,12/12/2003,28,30.5,-69.5,74.609
GOUVERNUERS & WATERTOWN,12/13/2003,0,-8.5,-119.5,74.563
GOUVERNUERS & WATERTOWN,12/14/2003,42,-22,-111.5,74.521
GOUVERNUERS & WATERTOWN,12/15/2003,33,-50,-169.5,74.588
GOUVERNUERS & WATERTOWN,12/16/2003,9,22,-194.5,74.578
GOUVERNUERS & WATERTOWN,12/17/2003,86.5,69.5,-102.5,74.638
GOUVERNUERS & WATERTOWN,12/18/2003,46,11,-47,74.676
GOUVERNUERS & WATERTOWN,12/19/2003,2.5,-8.5,-111,74.625
GOUVERNUERS & WATERTOWN,12/20/2003,4,-30.5,-153,74.61
GOUVERNUERS & WATERTOWN,12/21/2003,20.5,-2.5,-200,74.683
GOUVERNUERS & WATERTOWN,12/22/2003,1.5,47,-5.5,74.656
GOUVERNUERS & WATERTOWN,12/23/2003,2.5,89,27.5,74.617
GOUVERNUERS & WATERTOWN,12/24/2003,45.5,108.5,36,74.647
GOUVERNUERS & WATERTOWN,12/25/2003,32,58,-6,74.66
GOUVERNUERS & WATERTOWN,12/26/2003,1.5,27.5,-16.5,74.719
GOUVERNUERS & WATERTOWN,12/27/2003,1.5,33,-94.5,74.656
GOUVERNUERS & WATERTOWN,12/28/2003,0,77.5,-91.5,74.647
GOUVERNUERS & WATERTOWN,12/29/2003,0,125,-11,74.66
GOUVERNUERS & WATERTOWN,12/30/2003,92.5,113.5,28,74.747
GOUVERNUERS & WATERTOWN,12/31/2003,0,64,3,74.728
GOUVERNUERS & WATERTOWN,1/1/2004,0,44.5,-27.5,74.691
GOUVERNUERS & WATERTOWN,1/2/2004,24,30.5,-50,74.649
GOUVERNUERS & WATERTOWN,1/3/2004,53.5,102.5,-8,74.698
GOUVERNUERS & WATERTOWN,1/4/2004,1.5,94.5,-13.5,74.691
GOUVERNUERS & WATERTOWN,1/5/2004,0,-13.5,-67,74.618
GOUVERNUERS & WATERTOWN,1/6/2004,19,-47.5,-94.5,74.75
GOUVERNUERS & WATERTOWN,1/7/2004,2.5,-58.5,-128,74.774
GOUVERNUERS & WATERTOWN,1/8/2004,0,-111,-233.5,74.669
GOUVERNUERS & WATERTOWN,1/9/2004,0,-186,-280.5,74.681
GOUVERNUERS & WATERTOWN,1/10/2004,0,-180.5,-289,74.709
GOUVERNUERS & WATERTOWN,1/11/2004,1.5,-80.5,-255.5,74.785
GOUVERNUERS & WATERTOWN,1/12/2004,16.5,-33.5,-114,74.723
GOUVERNUERS & WATERTOWN,1/13/2004,28,-8,-227.5,74.755
GOUVERNUERS & WATERTOWN,1/14/2004,1.5,-106,-364,74.703
GOUVERNUERS & WATERTOWN,1/15/2004,0,-222.5,-294.5,74.727
GOUVERNUERS & WATERTOWN,1/16/2004,0,-169.5,-239,74.77
GOUVERNUERS & WATERTOWN,1/17/2004,1.5,-105.5,-250,74.73
GOUVERNUERS & WATERTOWN,1/18/2004,19,-14,-175,74.773
GOUVERNUERS & WATERTOWN,1/19/2004,2.5,-61,-161.5,74.761
GOUVERNUERS & WATERTOWN,1/20/2004,0,-117,-250,74.751
GOUVERNUERS & WATERTOWN,1/21/2004,0,-100,-289,74.723
GOUVERNUERS & WATERTOWN,1/22/2004,6.5,-42,-216.5,74.764
GOUVERNUERS & WATERTOWN,1/23/2004,0,-86,-225,74.722
GOUVERNUERS & WATERTOWN,1/24/2004,0,-169.5,-333,74.714
GOUVERNUERS & WATERTOWN,1/25/2004,0,-166.5,-350,74.689
GOUVERNUERS & WATERTOWN,1/26/2004,0,-150,-311.5,74.616
GOUVERNUERS & WATERTOWN,1/27/2004,5,-136.5,-219.5,74.607
GOUVERNUERS & WATERTOWN,1/28/2004,30.5,-91.5,-161,74.715
GOUVERNUERS & WATERTOWN,1/29/2004,0,-69.5,-136,74.729
GOUVERNUERS & WATERTOWN,1/30/2004,2.5,-75,-183,74.73
GOUVERNUERS & WATERTOWN,1/31/2004,7.5,-108.5,-186,74.709
GOUVERNUERS & WATERTOWN,2/1/2004,0,-94.5,-208,74.683
GOUVERNUERS & WATERTOWN,2/2/2004,0,-36.5,-222,74.651
GOUVERNUERS & WATERTOWN,2/3/2004,127,25,-153,74.66
GOUVERNUERS & WATERTOWN,2/4/2004,132,22,-106,74.732
GOUVERNUERS & WATERTOWN,2/5/2004,0,-19.5,-136.5,74.669
GOUVERNUERS & WATERTOWN,2/6/2004,38,3,-86,74.645
GOUVERNUERS & WATERTOWN,2/7/2004,38,-5.5,-105.5,74.686
GOUVERNUERS & WATERTOWN,2/8/2004,2.5,-27.5,-211,74.674
GOUVERNUERS & WATERTOWN,2/9/2004,0,-5.5,-50,74.66
GOUVERNUERS & WATERTOWN,2/10/2004,5,22.5,-33,74.66
GOUVERNUERS & WATERTOWN,2/11/2004,2.5,-8,-119.5,74.646
GOUVERNUERS & WATERTOWN,2/12/2004,1.5,-41.5,-153,74.619
GOUVERNUERS & WATERTOWN,2/13/2004,1.5,-27.5,-100,74.684
GOUVERNUERS & WATERTOWN,2/14/2004,1.5,-3,-111.5,74.638
GOUVERNUERS & WATERTOWN,2/15/2004,0,-77.5,-333.5,74.599
GOUVERNUERS & WATERTOWN,2/16/2004,0,-102.5,-283,74.592
GOUVERNUERS & WATERTOWN,2/17/2004,0,-92,-233.5,74.577
GOUVERNUERS & WATERTOWN,2/18/2004,0,-16.5,-211,74.582
GOUVERNUERS & WATERTOWN,2/19/2004,0,-5.5,-125,74.578
GOUVERNUERS & WATERTOWN,2/20/2004,0,33,-44.5,74.528
GOUVERNUERS & WATERTOWN,2/21/2004,61,27.5,-19.5,74.594
GOUVERNUERS & WATERTOWN,2/22/2004,12.5,16.5,-83.5,74.598
GOUVERNUERS & WATERTOWN,2/23/2004,0,-11,-186,74.558
GOUVERNUERS & WATERTOWN,2/24/2004,0,-11.5,-216.5,74.548
GOUVERNUERS & WATERTOWN,2/25/2004,0,-14,-236,74.551
GOUVERNUERS & WATERTOWN,2/26/2004,0,3,-191.5,74.533
GOUVERNUERS & WATERTOWN,2/27/2004,0,8.5,-175,74.534
GOUVERNUERS & WATERTOWN,2/28/2004,0,25,-111,74.548
GOUVERNUERS & WATERTOWN,2/29/2004,0,50,-33,74.537
GOUVERNUERS & WATERTOWN,3/1/2004,0,92,-47,74.511
GOUVERNUERS & WATERTOWN,3/2/2004,18,103,-13.5,74.536
GOUVERNUERS & WATERTOWN,3/3/2004,1.5,56,16.5,74.536
GOUVERNUERS & WATERTOWN,3/4/2004,6.5,44.5,11,74.533
GOUVERNUERS & WATERTOWN,3/5/2004,37,92,11,74.536
GOUVERNUERS & WATERTOWN,3/6/2004,57,117,-3,74.602
GOUVERNUERS & WATERTOWN,3/7/2004,14,25,-64,74.557
GOUVERNUERS & WATERTOWN,3/8/2004,12.5,8.5,-64,74.58
GOUVERNUERS & WATERTOWN,3/9/2004,0,5.5,-39,74.585
GOUVERNUERS & WATERTOWN,3/10/2004,0,44,-83,74.592
GOUVERNUERS & WATERTOWN,3/11/2004,0,66.5,-80.5,74.587
GOUVERNUERS & WATERTOWN,3/12/2004,37,53,-61,74.674
GOUVERNUERS & WATERTOWN,3/13/2004,2.5,-3,-94.5,74.641
GOUVERNUERS & WATERTOWN,3/14/2004,16.5,72.5,-136,74.616
GOUVERNUERS & WATERTOWN,3/15/2004,15,38.5,-41.5,74.671
GOUVERNUERS & WATERTOWN,3/16/2004,0,3,-69.5,74.514
GOUVERNUERS & WATERTOWN,3/17/2004,1.5,-19.5,-94,74.522
GOUVERNUERS & WATERTOWN,3/18/2004,2.5,3,-89,74.579
GOUVERNUERS & WATERTOWN,3/19/2004,0,19.5,-100,74.587
GOUVERNUERS & WATERTOWN,3/20/2004,12.5,44.5,-75,74.597
GOUVERNUERS & WATERTOWN,3/21/2004,16.5,14,-69,74.62
GOUVERNUERS & WATERTOWN,3/22/2004,26.5,-50,-150,74.6
GOUVERNUERS & WATERTOWN,3/23/2004,5,-25,-130.5,74.658
GOUVERNUERS & WATERTOWN,3/24/2004,2.5,69.5,-125,74.583
GOUVERNUERS & WATERTOWN,3/25/2004,13,83,-41.5,74.601
GOUVERNUERS & WATERTOWN,3/26/2004,100.5,142,63.5,74.608
GOUVERNUERS & WATERTOWN,3/27/2004,86.5,108.5,55.5,74.61
GOUVERNUERS & WATERTOWN,3/28/2004,0,161,-3,74.594
GOUVERNUERS & WATERTOWN,3/29/2004,0,150,-19.5,74.605
GOUVERNUERS & WATERTOWN,3/30/2004,0,175,33.5,74.629
GOUVERNUERS & WATERTOWN,3/31/2004,0,150,50,74.629
GOUVERNUERS & WATERTOWN,4/1/2004,20.5,100,30.5,74.563
GOUVERNUERS & WATERTOWN,4/2/2004,26.5,66.5,14,74.59
GOUVERNUERS & WATERTOWN,4/3/2004,42,55.5,6,74.666
GOUVERNUERS & WATERTOWN,4/4/2004,19,39,-33.5,74.684
GOUVERNUERS & WATERTOWN,4/5/2004,23,2.5,-94,74.708
GOUVERNUERS & WATERTOWN,4/6/2004,0,19,-89,74.712
GOUVERNUERS & WATERTOWN,4/7/2004,0,41.5,-36,74.722
GOUVERNUERS & WATERTOWN,4/8/2004,0,80.5,-25,74.722
GOUVERNUERS & WATERTOWN,4/9/2004,0,77.5,-33.5,74.731
GOUVERNUERS & WATERTOWN,4/10/2004,0,80.5,-58.5,74.722
GOUVERNUERS & WATERTOWN,4/11/2004,0,88.5,-50,74.703
GOUVERNUERS & WATERTOWN,4/12/2004,1.5,89,-69.5,74.677
GOUVERNUERS & WATERTOWN,4/13/2004,170,78,-22.5,74.665
GOUVERNUERS & WATERTOWN,4/14/2004,182,108.5,2.5,74.719
GOUVERNUERS & WATERTOWN,4/15/2004,0,103,-25,74.724
GOUVERNUERS & WATERTOWN,4/16/2004,0,130.5,-50,74.722
GOUVERNUERS & WATERTOWN,4/17/2004,34.5,175,-8.5,74.746
GOUVERNUERS & WATERTOWN,4/18/2004,56,197,42,74.721
GOUVERNUERS & WATERTOWN,4/19/2004,9,211,72.5,74.805
GOUVERNUERS & WATERTOWN,4/20/2004,15,169.5,25,74.753
GOUVERNUERS & WATERTOWN,4/21/2004,39.5,175,8.5,74.767
GOUVERNUERS & WATERTOWN,4/22/2004,5,183.5,91.5,74.814
GOUVERNUERS & WATERTOWN,4/23/2004,0,155.5,22.5,74.761
GOUVERNUERS & WATERTOWN,4/24/2004,0,136,22,74.801
GOUVERNUERS & WATERTOWN,4/25/2004,24,111.5,-14,74.746
GOUVERNUERS & WATERTOWN,4/26/2004,16.5,114,61.5,74.831
GOUVERNUERS & WATERTOWN,4/27/2004,0,111,25,74.854
GOUVERNUERS & WATERTOWN,4/28/2004,27,108,0,74.827
GOUVERNUERS & WATERTOWN,4/29/2004,0,189,44.5,74.842
GOUVERNUERS & WATERTOWN,4/30/2004,0,247,133.5,74.82
GOUVERNUERS & WATERTOWN,5/1/2004,18,261,133.5,74.82
GOUVERNUERS & WATERTOWN,5/2/2004,88.5,264,75,74.838
GOUVERNUERS & WATERTOWN,5/3/2004,104,172.5,33,74.884
GOUVERNUERS & WATERTOWN,5/4/2004,5,83.5,19.5,74.858
GOUVERNUERS & WATERTOWN,5/5/2004,28,114,33.5,74.862
GOUVERNUERS & WATERTOWN,5/6/2004,20.5,141.5,47.5,74.859
GOUVERNUERS & WATERTOWN,5/7/2004,0,131,30.5,74.851
GOUVERNUERS & WATERTOWN,5/8/2004,0,136,69.5,74.833
GOUVERNUERS & WATERTOWN,5/9/2004,0,161,8.5,74.847
GOUVERNUERS & WATERTOWN,5/10/2004,11.5,191.5,83.5,74.86
GOUVERNUERS & WATERTOWN,5/11/2004,4,208.5,72,74.879
GOUVERNUERS & WATERTOWN,5/12/2004,0,261,50,74.867
GOUVERNUERS & WATERTOWN,5/13/2004,0,289,128,74.866
GOUVERNUERS & WATERTOWN,5/14/2004,0,286,194.5,74.872
GOUVERNUERS & WATERTOWN,5/15/2004,33,264,139,74.9
GOUVERNUERS & WATERTOWN,5/16/2004,19,194.5,67,74.893
GOUVERNUERS & WATERTOWN,5/17/2004,0,217,30.5,74.875
GOUVERNUERS & WATERTOWN,5/18/2004,8,236.5,119.5,74.902
GOUVERNUERS & WATERTOWN,5/19/2004,4,216.5,58.5,74.882
GOUVERNUERS & WATERTOWN,5/20/2004,19,230.5,41.5,74.9
GOUVERNUERS & WATERTOWN,5/21/2004,0,219,105.5,74.872
GOUVERNUERS & WATERTOWN,5/22/2004,177,189,100,74.86
GOUVERNUERS & WATERTOWN,5/23/2004,217,166.5,114,74.879
GOUVERNUERS & WATERTOWN,5/24/2004,136,189,114,74.919
GOUVERNUERS & WATERTOWN,5/25/2004,48,164,100,74.945
GOUVERNUERS & WATERTOWN,5/26/2004,13,178,80.5,74.967
GOUVERNUERS & WATERTOWN,5/27/2004,6.5,202.5,50,74.968
GOUVERNUERS & WATERTOWN,5/28/2004,1.5,200,67,75.001
GOUVERNUERS & WATERTOWN,5/29/2004,0,158.5,3,75.008
GOUVERNUERS & WATERTOWN,5/30/2004,0,158.5,17,74.988
GOUVERNUERS & WATERTOWN,5/31/2004,20.5,222,39,74.961
GOUVERNUERS & WATERTOWN,6/1/2004,33,222.5,100,75.023
GOUVERNUERS & WATERTOWN,6/2/2004,77.5,211,100,75.017
GOUVERNUERS & WATERTOWN,6/3/2004,0,191.5,69.5,75.023
GOUVERNUERS & WATERTOWN,6/4/2004,11.5,194,22,75.016
GOUVERNUERS & WATERTOWN,6/5/2004,0,228,50,75.005
GOUVERNUERS & WATERTOWN,6/6/2004,0,233,105.5,75.004
GOUVERNUERS & WATERTOWN,6/7/2004,0,247.5,139,75.015
GOUVERNUERS & WATERTOWN,6/8/2004,0,275,167,75.014
GOUVERNUERS & WATERTOWN,6/9/2004,6.5,283.5,158.5,75.034
GOUVERNUERS & WATERTOWN,6/10/2004,152.5,233.5,80.5,75.009
GOUVERNUERS & WATERTOWN,6/11/2004,0,205.5,25,75.01
GOUVERNUERS & WATERTOWN,6/12/2004,0,216.5,22.5,74.988
GOUVERNUERS & WATERTOWN,6/13/2004,18,225,69.5,74.982
GOUVERNUERS & WATERTOWN,6/14/2004,162.5,239,133,75.013
GOUVERNUERS & WATERTOWN,6/15/2004,51,250,150,75.018
GOUVERNUERS & WATERTOWN,6/16/2004,0,250,100,74.992
GOUVERNUERS & WATERTOWN,6/17/2004,2.5,236,136,74.982
GOUVERNUERS & WATERTOWN,6/18/2004,0,255.5,172.5,75
GOUVERNUERS & WATERTOWN,6/19/2004,11.5,236,111.5,75.029
GOUVERNUERS & WATERTOWN,6/20/2004,0,205.5,44,75.017
GOUVERNUERS & WATERTOWN,6/21/2004,4,225,89,75.004
GOUVERNUERS & WATERTOWN,6/22/2004,35.5,214,128,75.001
GOUVERNUERS & WATERTOWN,6/23/2004,19,219.5,100,75.001
GOUVERNUERS & WATERTOWN,6/24/2004,51,255.5,83.5,74.999
GOUVERNUERS & WATERTOWN,6/25/2004,101.5,214,72.5,74.987
GOUVERNUERS & WATERTOWN,6/26/2004,0,194,33,75
GOUVERNUERS & WATERTOWN,6/27/2004,19,200,78,75.01
GOUVERNUERS & WATERTOWN,6/28/2004,0,197.5,78,74.983
GOUVERNUERS & WATERTOWN,6/29/2004,11.5,214,116.5,74.994
GOUVERNUERS & WATERTOWN,6/30/2004,5,211,94,74.977
GOUVERNUERS & WATERTOWN,7/1/2004,28,250,100,74.976
GOUVERNUERS & WATERTOWN,7/2/2004,0,239,89,74.97
GOUVERNUERS & WATERTOWN,7/3/2004,0,264,89,74.951
GOUVERNUERS & WATERTOWN,7/4/2004,0,286,102.5,74.93
GOUVERNUERS & WATERTOWN,7/5/2004,10,272,158.5,74.996
GOUVERNUERS & WATERTOWN,7/6/2004,15.5,242,125,74.96
GOUVERNUERS & WATERTOWN,7/7/2004,66,261.5,102.5,74.942
GOUVERNUERS & WATERTOWN,7/8/2004,99,241.5,144.5,74.982
GOUVERNUERS & WATERTOWN,7/9/2004,9,230.5,147,74.983
GOUVERNUERS & WATERTOWN,7/10/2004,0,255.5,142,74.971
GOUVERNUERS & WATERTOWN,7/11/2004,0,275,114,74.949
GOUVERNUERS & WATERTOWN,7/12/2004,0,280.5,150,74.929
GOUVERNUERS & WATERTOWN,7/13/2004,65,269.5,161,74.934
GOUVERNUERS & WATERTOWN,7/14/2004,45.5,244.5,150,74.939
GOUVERNUERS & WATERTOWN,7/15/2004,31.5,222,158.5,74.975
GOUVERNUERS & WATERTOWN,7/16/2004,72.5,241.5,172,74.978
GOUVERNUERS & WATERTOWN,7/17/2004,84,247,166.5,74.961
GOUVERNUERS & WATERTOWN,7/18/2004,29,278,158.5,74.943
GOUVERNUERS & WATERTOWN,7/19/2004,1.5,267,142,74.957
GOUVERNUERS & WATERTOWN,7/20/2004,0,258.5,161.5,74.959
GOUVERNUERS & WATERTOWN,7/21/2004,0,269.5,164,74.951
GOUVERNUERS & WATERTOWN,7/22/2004,20.5,291.5,194.5,74.953
GOUVERNUERS & WATERTOWN,7/23/2004,25.5,272,156,74.945
